title,max_players,genres,publisher,review_score,sales,price,console,age_rating,year,average_length
7 Wonders of the Ancient World,1,Strategy,,60,0.1,17.95,Nintendo DS,T,2007,7.48333333333333
Tony Hawk's American Sk8land,1,Sports,Activision,84,0.21,16.95,Nintendo DS,E,2005,18.8
Soldier of Fortune: Payback,1,Action,Activision,50,0.16,13.95,X360,M,2007,3.78333333333333
Polarium,1,Strategy,Nintendo,73,0.12,8.95,Nintendo DS,E,2004,6.73333333333333
Street Fighter Alpha 3 MAX,1,Action,Capcom,80,0.27,14.95,Sony PSP,M,2006,3
Iron Man,1,Action,Sega,42,0.33,17.95,PlayStation 3,T,2008,5.8
SpongeBob Squarepants: Creature from the Krusty Krab,1,"Action,Adventure",THQ,57,0.44,14.95,Nintendo Wii,T,2006,7.08333333333333
NHL 07 ,1,Sports,EA,79,0.26,5.95,X360,T,2006,9
Silent Hill: Homecoming,1,Action,Konami,70,0.22,17.95,X360,T,2008,10.1333333333333
Kung Fu Panda,4,Action,Activision,70,0.52,16.95,Nintendo Wii,E,2008,6.7
Mario & Sonic at the Olympic Games,4,"Action,Sports","Nintendo,Sega",67,2.74,29.95,Nintendo Wii,E,2007,9.23333333333333
SEGA Bass Fishing,1,Sports,Sega,59,0.34,17.95,Nintendo Wii,E,2008,8.36666666666667
SSX Blur,4,Sports,EA,74,0.31,17.95,Nintendo Wii,E,2007,10
Tom Clancy's Splinter Cell: Double Agent,1,"Action,Strategy",Ubisoft,78,0.19,22.95,PlayStation 3,M,2007,12.4166666666667
Jam Sessions,1,"Educational,Simulation",Ubisoft,72,0.38,8.95,Nintendo DS,T,2007,0.25
Gears of War,2,Action,Microsoft,94,3.7,19.95,X360,M,2006,10.8333333333333
Children of Mana,1,"Action,Role-Playing (RPG)","Nintendo,SquareEnix",65,0.16,16.95,Nintendo DS,E,2006,22.55
Need for Speed: ProStreet,2,Racing / Driving,EA,61,0.49,16.95,Nintendo Wii,M,2007,13.1
Pursuit Force: Extreme Justice,1,"Action,Racing / Driving",Sony,73,0.05,14.95,Sony PSP,E,2007,8.5
Picross DS,1,Strategy,Nintendo,83,0.17,17.95,Nintendo DS,E,2007,62.4333333333333
Ratatouille,1,Action,THQ,55,0.09,17.95,PlayStation 3,T,2007,13.2
BlackSite: Area 51,1,Action,Midway,62,0.29,17.95,X360,E,2007,5.81666666666667
Tales of Vesperia,1,"Adventure,Role-Playing (RPG)",Namco,79,0.25,27.95,X360,M,2008,71.7833333333333
Point Blank DS,1,Action,"Atari,Namco",66,0.04,17.95,Nintendo DS,M,2006,0.9
TimeShift,1,Action,,70,0.11,16.95,PlayStation 3,M,2007,8.5
Fight Night Round 3,2,"Action,Sports",EA,83,0.86,13.95,PlayStation 3,T,2006,11.1833333333333
Marvel Nemesis: Rise of the Imperfects ,1,Action,EA,58,0.31,17.95,Sony PSP,T,2005,5.03333333333333
Bully: Scholarship Edition,2,"Action,Adventure",Rockstar,83,0.16,17.95,Nintendo Wii,E,2008,18.8
Indianapolis 500 Legends,1,Racing / Driving,,51,0.07,16.95,Nintendo DS,T,2007,14.5
GRID,1,"Racing / Driving,Simulation,Sports",,87,0.35,19.95,X360,E,2008,28.5833333333333
Space Chimps,2,"Action,Adventure",,57,0.07,14.95,X360,T,2008,2.4
Harry Potter and the Order of the Phoenix,1,Action,EA,68,0.22,16.95,X360,M,2007,12.3833333333333
Burnout Dominator,4,"Action,Racing / Driving",EA,76,0.02,17.95,Sony PSP,T,2007,17.5833333333333
Just Cause,1,"Action,Racing / Driving",Eidos,73,0.09,16.95,X360,E,2006,14.6166666666667
Dynasty Warriors: Gundam,2,Action,Namco,55,0.15,22.95,X360,M,2007,62.0666666666667
Dead or Alive: Xtreme 2,1,"Racing / Driving,Sports",,53,0.13,14.95,X360,T,2006,1
Ontamarama,1,Action,,71,0.05,17.95,Nintendo DS,M,2007,1
Wii Play,2,"Action,Sports",Nintendo,58,14.66,14.95,Nintendo Wii,T,2006,5.81666666666667
Etrian Odyssey,1,Role-Playing (RPG),Nintendo,75,0.19,24.95,Nintendo DS,E,2007,60.8166666666667
TV Show King,4,Strategy,,65,0.19,17.95,Nintendo Wii,T,2008,30
Enchanted Arms,1,Role-Playing (RPG),Ubisoft,69,0.15,17.95,X360,E,2006,43.2833333333333
Star Wars: The Force Unleashed,1,Action,,73,1.59,16.95,X360,T,2008,6.13333333333333
Battles of Prince of Persia,1,Strategy,Ubisoft,64,0.09,14.95,Nintendo DS,E,2005,8.5
Scooby-Doo! Unmasked,1,Action,THQ,60,0.08,17.95,Nintendo DS,E,2005,8
Ghost Rider,4,Action,2K,49,0.23,16.95,Sony PSP,T,2007,4.63333333333333
WipEout Pulse,1,"Action,Racing / Driving",Sony,82,0.11,16.95,Sony PSP,T,2007,8.66666666666667
Xiaolin Showdown,1,Action,Konami,44,0.06,14.95,Sony PSP,M,2006,9.45
Harvest Moon: Magical Melody,4,"Role-Playing (RPG),Simulation",,69,0.18,23.95,Nintendo Wii,T,2008,32.9666666666667
Geometry Wars: Galaxies,2,Action,,80,0.11,16.95,Nintendo Wii,T,2007,18.5
The Outfit,2,Action,THQ,70,0.23,14.95,X360,E,2006,7.86666666666667
Dead Head Fred,1,Action,,75,0.03,12.95,Sony PSP,E,2007,9.9
WWE SmackDown vs. Raw 2007,4,Sports,THQ,78,0.34,14.95,Sony PSP,T,2006,23.4
Armored Core 4,2,Action,Sega,65,0.09,19.95,PlayStation 3,E,2006,20.6
Final Fantasy Tactics,1,"Role-Playing (RPG),Strategy",SquareEnix,88,0.44,17.95,Sony PSP,M,2007,58.1666666666667
Harry Potter and the Goblet of Fire,1,Action,EA,68,0.21,17.95,Nintendo DS,T,2005,10.5333333333333
Virtua Tennis 3,4,Sports,Sega,80,0.01,14.95,X360,T,2007,18.1666666666667
Brothers in Arms: D-Day,1,Action,Ubisoft,65,0.19,6.95,Sony PSP,T,2006,8
Armored Core: For Answer,1,Action,Ubisoft,64,0.05,24.95,X360,T,2008,56.8833333333333
Master of Illusion,1,Strategy,Nintendo,69,0.14,14.95,Nintendo DS,E,2006,4.1
Sonic Chronicles: The Dark Brotherhood,1,"Action,Role-Playing (RPG)",Sega,74,0.52,17.95,Nintendo DS,E,2008,22.1666666666667
Valhalla Knights,1,"Action,Role-Playing (RPG)",,53,0.17,16.95,Sony PSP,T,2006,100
Tony Hawk's Proving Ground,2,Sports,Activision,73,0.37,12.95,PlayStation 3,E,2007,8.13333333333333
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,1,Action,Ubisoft,86,0.89,14.95,X360,T,2007,8.66666666666667
Bladestorm: The Hundred Years' War,1,"Action,Role-Playing (RPG),Strategy",,63,0.08,34.95,X360,T,2007,51.25
Valkyrie Profile: Covenant of the Plume,1,"Role-Playing (RPG),Strategy",SquareEnix,74,0.2,24.95,Nintendo DS,M,2008,26.45
Prince of Persia,1,Action,Ubisoft,85,0.48,17.95,PlayStation 3,T,2008,13.9166666666667
Marvel Ultimate Alliance,4,"Action,Role-Playing (RPG)",Activision,78,0.33,24.95,PlayStation 3,M,2006,15.25
The Incredible Hulk,1,Action,Sega,55,0.21,16.95,PlayStation 3,T,2008,5.21666666666667
Magical Starsign,1,Role-Playing (RPG),Nintendo,69,0.1,9.95,Nintendo DS,E,2006,28.9666666666667
Vampire Rain,1,Action,Microsoft,38,0.15,11.95,X360,T,2007,10.8833333333333
LEGO Indiana Jones: The Original Adventures,1,Action,,76,0.34,17.95,Sony PSP,E,2008,15.1333333333333
Left 4 Dead,2,Action,,89,2.39,19.95,X360,M,2008,14.0833333333333
Crash of the Titans,1,Action,,73,0.46,17.95,Nintendo DS,T,2007,7.75
The Simpsons Game,1,Action,EA,69,0.6,17.95,Nintendo DS,M,2007,1.03333333333333
Kung Fu Panda,1,Action,Activision,71,0.56,17.95,Nintendo DS,E,2008,6.7
Turok,1,Action,,69,0.47,14.95,X360,E,2008,9.71666666666667
NHL 09,1,Sports,EA,88,0.31,19.95,PlayStation 3,M,2008,26.6666666666667
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,4,Action,Ubisoft,84,0.35,17.95,PlayStation 3,T,2007,8.66666666666667
Trauma Center: New Blood,2,"Action,Simulation",Nintendo,77,0.22,17.95,Nintendo Wii,E,2007,11.7333333333333
Resistance 2,2,Action,Sony,87,1.11,24.95,PlayStation 3,E,2008,10.5833333333333
Mario & Sonic at the Olympic Games,1,"Action,Sports","Nintendo,Sega",70,1.74,24.95,Nintendo DS,T,2008,9.23333333333333
Baroque,1,"Action,Role-Playing (RPG)",,50,0.04,19.95,Nintendo Wii,T,2008,7.78333333333333
Lost Odyssey,1,Role-Playing (RPG),Microsoft,78,0.45,19.95,X360,T,2007,69.95
Too Human,1,"Action,Role-Playing (RPG)",Microsoft,65,0.35,14.95,X360,T,2008,20.5166666666667
Disney Pirates of the Caribbean: At World's End,1,Action,Disney,66,0.27,14.95,Nintendo DS,T,2007,10.3166666666667
Madden NFL 09,4,Sports,EA,68,0.68,14.95,Sony PSP,T,2008,15.8833333333333
Superman Returns,1,Action,EA,51,0.19,7.95,X360,E,2006,18.7666666666667
Need for Speed: Carbon,2,Racing / Driving,EA,75,0.47,17.95,PlayStation 3,T,2006,13.3
De Blob,4,Action,THQ,82,0.45,16.95,Nintendo Wii,M,2008,12.1333333333333
Blitz: The League II,2,"Action,Sports",Midway,68,0.07,12.95,X360,M,2008,20
Family Guy Video Game!,1,Action,2K,51,0.19,19.95,Sony PSP,M,2006,6.1
Heatseeker,1,Action,,62,0.09,17.95,Nintendo Wii,T,2007,9.75
Tetris DS,1,Strategy,Nintendo,84,0.66,17.95,Nintendo DS,M,2006,27.4
Bionicle Heroes,1,Action,Eidos,72,0.06,16.95,Nintendo DS,T,2006,15.3
The Golden Compass,1,Action,Sega,41,0.27,9.95,X360,M,2007,8.56666666666667
Battlestations: Midway,1,"Action,Strategy",Eidos,73,0.21,17.95,X360,T,2007,7.96666666666667
Rhythm Heaven,1,Action,Nintendo,83,0.45,24.95,Nintendo DS,T,2008,9.11666666666667
Lost Planet: Extreme Condition,1,Action,Capcom,79,1.15,12.95,X360,M,2006,8.86666666666667
Juiced 2: Hot Import Nights,1,Racing / Driving,THQ,71,0.18,17.95,PlayStation 3,T,2007,16.45
Manhunt 2,1,Action,Rockstar,62,0.26,19.95,Nintendo Wii,E,2007,10.3833333333333
Dragon Ball Z: Budokai Tenkaichi 2,2,Action,Atari,72,0.24,14.95,Nintendo Wii,E,2006,17.6333333333333
Guitar Hero: Aerosmith,2,"Action,Simulation",Activision,70,0.65,14.95,PlayStation 3,M,2008,11.3
Test Drive Unlimited,1,Racing / Driving,Atari,82,0.25,17.95,X360,T,2006,53.4
Excite Truck,2,Racing / Driving,Nintendo,72,0.4,19.95,Nintendo Wii,M,2006,15.85
GUN ,1,"Action,Racing / Driving,Role-Playing (RPG)",Activision,75,0.22,19.95,X360,E,2005,8.85
Sonic Unleashed,1,Action,Sega,66,1.09,17.95,Nintendo Wii,E,2008,13.15
Age of Empires: Mythologies,1,Strategy,THQ,78,0.17,17.95,Nintendo DS,T,2008,16.6
"Flower, Sun and Rain",1,Adventure,,54,0.04,23.95,Nintendo DS,M,2008,10.15
The Sims 2: Pets,1,Simulation,EA,57,0.21,17.95,Sony PSP,T,2006,27.7
Juiced 2: Hot Import Nights,1,Racing / Driving,THQ,73,0.05,16.95,Sony PSP,E,2007,16.45
Viewtiful Joe: Double Trouble!,1,Action,Capcom,73,0.08,14.95,Nintendo DS,E,2005,5.16666666666667
Spider-Man: Web of Shadows,1,Action,Activision,68,0.36,19.95,X360,E,2008,12.5666666666667
Major League Baseball 2K6,1,Sports,2K,69,0.12,4.95,Sony PSP,M,2006,7.65
The Legend of Zelda: Phantom Hourglass,1,Action,Nintendo,90,1.92,24.95,Nintendo DS,E,2007,20.2166666666667
Star Wars Battlefront: Renegade Squadron,1,Action,,73,0.93,16.95,Sony PSP,T,2007,4.08333333333333
Castlevania: Order of Ecclesia,1,"Action,Adventure,Role-Playing (RPG)",Konami,85,0.24,24.95,Nintendo DS,T,2008,14.7666666666667
Sonic Rivals 2,1,Action,Sega,60,0.46,22.95,Sony PSP,M,2007,22
Lunar: Dragon Song,1,Role-Playing (RPG),Ubisoft,59,0.12,14.95,Nintendo DS,M,2005,25.6333333333333
Ridge Racer,1,Racing / Driving,Namco,88,0.36,19.95,Sony PSP,E,2004,0.816666666666667
Dragon Ball Z: Budokai Tenkaichi 3,2,Action,Atari,72,0.33,17.95,Nintendo Wii,E,2007,21.7666666666667
Happy Feet,2,Action,Midway,46,0.13,14.95,Nintendo Wii,E,2006,0.666666666666667
Mercenaries 2: World in Flames,1,Action,EA,72,0.66,14.95,X360,E,2008,22.8666666666667
F.E.A.R. Files,1,Action,,66,0.06,17.95,X360,E,2007,11.5833333333333
Import Tuner Challenge,2,Racing / Driving,Ubisoft,54,0.07,17.95,X360,E,2006,34.6666666666667
Kung Fu Panda,1,Action,Activision,76,0.21,19.95,PlayStation 3,M,2008,6.7
Spectrobes,1,"Action,Strategy",,63,0.68,14.95,Nintendo DS,E,2007,22.0166666666667
LEGO Indiana Jones: The Original Adventures,2,Action,,77,2.42,9.95,X360,M,2008,15.1333333333333
Killzone: Liberation,1,"Action,Strategy",Sony,77,0.32,16.95,Sony PSP,M,2006,8.3
Pursuit Force,1,"Action,Racing / Driving",Sony,75,0.14,14.95,Sony PSP,M,2005,9.83333333333333
The Lord of the Rings: Tactics,1,"Role-Playing (RPG),Strategy",EA,64,0.11,19.95,Sony PSP,M,2005,5
Culdcept Saga,4,Strategy,Namco,75,0.12,17.95,X360,T,2008,47.6166666666667
Guilty Gear: Dust Strikers,1,Action,,60,0.05,14.95,Nintendo DS,E,2006,0.316666666666667
Turok,1,Action,,67,0.36,16.95,PlayStation 3,M,2008,9.71666666666667
Bionicle Heroes,1,Action,Eidos,59,0.06,14.95,X360,T,2006,15.3
Tomb Raider: Underworld,1,Action,Eidos,76,0.51,17.95,X360,E,2008,11.5166666666667
Zubo,1,"Adventure,Role-Playing (RPG),Strategy",EA,75,0.05,14.95,Nintendo DS,E,2008,15
Agatha Christie: Evil Under the Sun,1,Adventure,,46,0.05,17.95,Nintendo Wii,M,2008,7.61666666666667
Ninja Gaiden: Dragon Sword,1,Action,,83,0.16,12.95,Nintendo DS,E,2008,5.3
SOCOM: U.S. Navy SEALs - Confrontation,1,Action,Sony,63,0.91,16.95,PlayStation 3,E,2008,10
Pokemon Mystery Dungeon: Explorers of Time,1,Role-Playing (RPG),Nintendo,59,1.91,24.95,Nintendo DS,T,2007,31.1833333333333
Mushroom Men: The Spore Wars,2,Action,,72,0.12,17.95,Nintendo Wii,E,2008,5.51666666666667
Tony Hawk's Proving Ground,2,Sports,Activision,57,0.23,16.95,Nintendo Wii,E,2007,8.13333333333333
Driver: Parallel Lines,1,"Action,Racing / Driving",Ubisoft,59,0.01,24.95,Nintendo Wii,E,2007,11.3666666666667
SEGA Rally Revo,2,"Racing / Driving,Simulation",Sega,77,0.1,14.95,X360,E,2007,34
Sega Superstars Tennis,4,Sports,Sega,67,0.11,16.95,PlayStation 3,M,2008,7.88333333333333
Onechanbara: Bikini Samurai Squad,1,Action,,39,0.09,19.95,X360,E,2006,16.9833333333333
Fracture,1,Action,,62,0.09,14.95,PlayStation 3,M,2008,7.9
?kami,1,Action,Capcom,90,0.39,17.95,Nintendo Wii,M,2008,44.9666666666667
MotorStorm: Pacific Rift,4,"Action,Racing / Driving,Sports",Sony,82,0.37,29.95,PlayStation 3,T,2008,37.5
Manhunt 2,1,Action,Rockstar,69,0.04,7.95,Sony PSP,T,2007,10.3833333333333
Shrek the Third,2,Action,Activision,56,0.28,14.95,X360,E,2007,5.11666666666667
MotoGP,1,"Racing / Driving,Sports",Sony,69,0.03,32.95,Sony PSP,E,2006,7.5
Death Jr.,1,Action,Konami,61,0.19,9.95,Sony PSP,M,2005,3.53333333333333
LostMagic,1,"Action,Role-Playing (RPG)",Ubisoft,68,0.09,14.95,Nintendo DS,T,2006,13.2833333333333
BioShock,1,Action,2K,96,1.52,16.95,X360,T,2007,14.6666666666667
Transformers: The Game,1,Action,Activision,52,0.51,14.95,X360,M,2007,7.23333333333333
Thrillville,1,"Simulation,Strategy",Atari,72,0.2,14.95,Sony PSP,E,2006,8.23333333333333
Crash: Mind over Mutant,1,Action,,70,0.36,17.95,Nintendo Wii,E,2008,6.08333333333333
Nervous Brickdown,1,Action,,70,0.01,17.95,Nintendo DS,E,2007,8
Star Wars: The Force Unleashed,1,Action,,71,0.92,17.95,PlayStation 3,E,2008,6.13333333333333
Harry Potter and the Order of the Phoenix,1,Action,EA,69,0.4,24.95,Nintendo Wii,T,2007,12.3833333333333
Cabela's Big Game Hunter,1,"Simulation,Sports",Activision,51,0.04,19.95,X360,E,2007,4.5
FIFA Street 3,1,Sports,EA,63,0.06,17.95,PlayStation 3,T,2008,5.75
Phoenix Wright: Ace Attorney - Justice for All,1,"Adventure,Simulation",Capcom,76,0.17,13.95,Nintendo DS,E,2006,18.8333333333333
Dragon Quest IV: Chapters of the Chosen,1,Role-Playing (RPG),SquareEnix,80,0.26,24.95,Nintendo DS,T,2007,31.5666666666667
MX vs. ATV Untamed,1,Racing / Driving,THQ,61,0.11,17.95,Nintendo DS,E,2007,12
Star Wars: The Clone Wars - Jedi Alliance,1,"Action,Adventure",,68,0.6,17.95,Nintendo DS,T,2008,5.13333333333333
Every Extend Extra,1,Action,,74,0.06,11.95,Sony PSP,E,2006,12
The Elder Scrolls IV: Oblivion,1,"Action,Role-Playing (RPG)",2K,94,2.12,19.95,X360,E,2006,101.083333333333
Madden NFL 08,4,Sports,EA,85,2.32,9.95,X360,E,2007,106
Don King Presents: Prizefighter,2,Sports,2K,56,0.15,14.95,X360,M,2008,12.85
Yoshi's Island DS,1,Action,Nintendo,81,1.49,27.95,Nintendo DS,E,2006,9.63333333333333
Metal Gear Solid 4: Guns of the Patriots,1,Action,Konami,94,2.58,22.95,PlayStation 3,T,2008,19.8666666666667
Worms: A Space Oddity,4,"Action,Strategy",THQ,64,0.05,17.95,Nintendo Wii,M,2008,10
Rayman Raving Rabbids,1,Action,Ubisoft,56,0.12,17.95,Nintendo DS,M,2007,6.7
Final Fantasy Fables: Chocobo Tales,1,Action,SquareEnix,75,0.1,17.95,Nintendo DS,M,2007,17.2
Wild Arms XF,1,Role-Playing (RPG),,64,0.06,17.95,Sony PSP,M,2008,56.2333333333333
Ninja Gaiden Sigma,1,Action,,88,0.57,19.95,PlayStation 3,E,2007,14.9333333333333
FIFA Street 3,4,Sports,EA,63,0.07,14.95,X360,T,2008,5.75
Prey,1,Action,2K,79,0.27,14.95,X360,T,2006,8.35
Heatseeker,1,Action,,49,0.04,12.95,Sony PSP,T,2007,9.75
Samurai Warriors 2,4,Action,,52,0.07,14.95,X360,M,2006,46.1833333333333
Full Auto,2,"Action,Racing / Driving",Sega,70,0.19,16.95,X360,E,2006,5
Scurge: Hive,1,Action,,70,0.04,8.95,Nintendo DS,M,2006,10.7833333333333
The Sims 2,1,"Role-Playing (RPG),Simulation",EA,70,0.83,17.95,Nintendo DS,M,2005,55.9333333333333
Syberia,1,Adventure,,52,0.1,23.95,Nintendo DS,T,2008,10.85
MX vs. ATV Untamed,2,Racing / Driving,THQ,70,0.48,17.95,X360,T,2007,12
Winning Eleven: Pro Evolution Soccer 2007,6,Sports,Konami,80,0.08,11.95,X360,E,2006,37
Agatha Christie: And Then There Were None,1,Adventure,,50,0.05,17.95,Nintendo Wii,M,2008,7.93333333333333
Wall-E,4,Action,THQ,51,0.09,17.95,PlayStation 3,M,2008,7.35
Resident Evil: Deadly Silence,1,Action,Capcom,71,0.1,17.95,Nintendo DS,E,2006,6.9
LEGO Star Wars: The Complete Saga,2,Action,,80,1.09,17.95,X360,T,2007,24.8833333333333
Crash: Mind over Mutant,1,Action,,60,0.22,24.95,X360,M,2008,6.08333333333333
The House of the Dead 2 & 3 Return,2,Action,Sega,66,0.74,17.95,Nintendo Wii,M,2008,6.7
Open Season,4,Action,Ubisoft,59,0.11,14.95,X360,E,2006,5.46666666666667
Dungeon Explorer: Warriors of Ancient Arts,1,"Action,Role-Playing (RPG)",,60,0.05,17.95,Nintendo DS,M,2008,12.5833333333333
Bullet Witch,1,Action,Atari,55,0.06,16.95,X360,M,2006,8.53333333333333
Army of Two,2,Action,EA,74,0.75,16.95,PlayStation 3,T,2008,6.8
Sega Superstars Tennis,1,Sports,Sega,65,0.29,14.95,Nintendo DS,T,2008,7.88333333333333
Ultimate Ghosts 'N' Goblins,1,Action,Capcom,72,0.06,17.95,Sony PSP,E,2006,6.15
FIFA Street 2,1,Sports,EA,58,0.07,17.95,Sony PSP,T,2006,25.7166666666667
Viewtiful Joe: Red Hot Rumble,1,Action,Capcom,63,0.07,14.95,Sony PSP,E,2006,10.5666666666667
Rayman Raving Rabbids,4,Action,Ubisoft,76,1.26,17.95,Nintendo Wii,T,2006,6.7
Bee Movie Game,1,Adventure,Activision,58,0.44,17.95,Nintendo DS,E,2007,5.76666666666667
Scarface: The World is Yours,1,"Action,Racing / Driving",,71,0.12,22.95,Nintendo Wii,M,2007,24.7833333333333
Resident Evil: The Umbrella Chronicles,2,Action,"Capcom,Nintendo",75,0.69,19.95,Nintendo Wii,T,2007,11.7
Harry Potter and the Goblet of Fire,1,Action,EA,70,0.19,17.95,Sony PSP,T,2005,10.5333333333333
Uncharted: Drake's Fortune,1,Action,Sony,88,1.76,24.95,PlayStation 3,T,2007,9.5
The Ant Bully,1,Action,Midway,45,0.09,16.95,Nintendo Wii,T,2006,3.56666666666667
MX vs. ATV Untamed,2,Racing / Driving,THQ,67,0.33,17.95,PlayStation 3,T,2007,12
Sonic the Hedgehog,2,Action,Sega,43,0.4,16.95,PlayStation 3,M,2007,3.53333333333333
WipEout Pure,1,"Action,Racing / Driving",Sony,88,0.45,12.95,Sony PSP,E,2005,9.51666666666667
Viking: Battle for Asgard,1,Action,Sega,65,0.14,16.95,PlayStation 3,M,2008,17.5
Dark Sector,1,Action,,72,0.23,14.95,PlayStation 3,T,2008,9.16666666666667
Brothers in Arms: Hell's Highway,1,Action,Ubisoft,76,0.42,19.95,PlayStation 3,T,2008,8.96666666666667
The Chronicles of Narnia: Prince Caspian,2,"Action,Role-Playing (RPG)",Disney,56,0.13,14.95,X360,M,2008,12.8166666666667
Zack & Wiki: Quest for Barbaros' Treasure,1,Adventure,Capcom,87,0.19,17.95,Nintendo Wii,E,2007,15.95
Wii Fit,1,"Educational,Sports",Nintendo,80,9.6,24.95,Nintendo Wii,T,2007,6.06666666666667
LEGO Batman: The Videogame,1,Action,,73,0.54,17.95,Sony PSP,M,2008,17.3333333333333
Metroid Prime Pinball,1,"Action,Simulation",Nintendo,79,0.22,17.95,Nintendo DS,E,2005,5.56666666666667
Mortal Kombat: Armageddon,4,"Action,Racing / Driving",Midway,71,0.16,24.95,Nintendo Wii,E,2007,13.1333333333333
The Last Remnant,1,Role-Playing (RPG),SquareEnix,66,0.23,14.95,X360,T,2008,87.2833333333333
"The Chronicles of Narnia: The Lion, the Witch a...",1,"Action,Role-Playing (RPG)",,65,0.18,12.95,Nintendo DS,T,2005,4.35
SOCOM: U.S. Navy SEALs - Fireteam Bravo,1,Action,Sony,82,1.07,14.95,Sony PSP,E,2005,8.58333333333333
Zoo Keeper,1,Action,,74,0.1,14.95,Nintendo DS,T,2004,7.15
Medal of Honor: Vanguard,1,Action,EA,56,0.05,17.95,Nintendo Wii,T,2007,3.55
The Chronicles of Narnia: Prince Caspian,2,"Action,Role-Playing (RPG)",Disney,63,0.33,16.95,Nintendo Wii,M,2008,12.8166666666667
Metal Slug Anthology,4,Action,,73,0.11,16.95,Nintendo Wii,T,2006,7.48333333333333
Meteos,1,Strategy,Nintendo,88,0.16,15.95,Nintendo DS,E,2005,17.2666666666667
Top Spin 2,4,Sports,2K,75,0.16,12.95,X360,T,2006,10
Heroes of Mana,1,Strategy,SquareEnix,66,0.06,24.95,Nintendo DS,T,2007,27.0166666666667
Guitar Hero: World Tour,4,"Action,Simulation",Activision,86,2.47,17.95,Nintendo Wii,T,2008,15.95
The Legend of Heroes II: Prophecy of the Moonli...,1,Role-Playing (RPG),Namco,63,0.04,17.95,Sony PSP,E,2006,24.7
Virtua Tennis 3,1,Sports,Sega,79,0.02,16.95,Sony PSP,M,2007,18.1666666666667
Viva Pi$?ata: Trouble in Paradise,2,"Racing / Driving,Simulation,Strategy",Microsoft,82,0.14,17.95,X360,T,2008,31.8833333333333
Pure,1,"Racing / Driving,Sports",Disney,83,0.36,17.95,PlayStation 3,M,2008,13.6666666666667
Medal of Honor: Airborne,2,Action,EA,73,0.45,17.95,X360,E,2007,6.38333333333333
Mercenaries 2: World in Flames,1,Action,EA,72,0.27,15.95,PlayStation 3,E,2008,22.8666666666667
The Rub Rabbits!,2,"Action,Adventure",Sega,68,0.02,17.95,Nintendo DS,M,2005,3.16666666666667
Tales of Symphonia: Dawn of the New World,4,Role-Playing (RPG),Namco,68,0.2,24.95,Nintendo Wii,T,2008,41
Grand Theft Auto: Liberty City Stories,1,"Action,Racing / Driving","Capcom,Rockstar",88,2.97,17.95,Sony PSP,E,2005,20.2666666666667
FlatOut: Ultimate Carnage,1,Racing / Driving,,80,0.07,16.95,X360,E,2007,21.8
N+,1,Action,Atari,82,0.06,14.95,Nintendo DS,M,2008,17.2
All-Pro Football 2K8,4,Sports,2K,75,0.24,7.95,X360,T,2007,12
Super Smash Bros.: Brawl,6,Action,Nintendo,93,5.71,39.95,Nintendo Wii,T,2008,51.4333333333333
The Golden Compass,1,Action,Sega,35,0.26,14.95,Nintendo Wii,E,2007,8.56666666666667
Knights in the Nightmare,1,"Role-Playing (RPG),Strategy",,76,0.06,29.95,Nintendo DS,M,2008,27.1166666666667
